ID,Skills,Projects,Education,Experience,Job_Role,Required_Skills
188,"React, APIs, Deep Learning, Java, Git, AWS, RTOS, Pandas","Healthcare App, IoT Smart Home",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
189,"Visualization, Communication, Pharmacology, Network Security, Ethical Hacking, AWS, SIEM","IoT Smart Home, AI Chatbot",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
190,"Medical Knowledge, Data Analysis, Visualization, Node.js, SQL, CAD, Git","Cybersecurity Monitoring Tool, Portfolio Website",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
191,"APIs, Design, SQL, Pharmacology, Java, AWS, Docker, SolidWorks","Healthcare App, Stock Prediction Model",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
192,"APIs, Data Analysis, CSS, Visualization, Communication, C, Embedded Systems, Surgery","E-commerce Website, Healthcare App",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
193,"React, APIs, Excel, Node.js, SQL, Python, Ethical Hacking, HTML","Resume Analyzer, Healthcare App",S2,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
195,"TensorFlow, CI/CD, Cryptography, Ethical Hacking, Manufacturing, Electronics, HTML, SIEM","Stock Prediction Model, Healthcare App",S2,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
196,"Cryptography, JavaScript, Python, Manufacturing, Java, Ethical Hacking, SolidWorks","Stock Prediction Model, Resume Analyzer",D3,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
198,"React, Medical Knowledge, NumPy, Linux, CSS, Node.js, PyTorch","Portfolio Website, Healthcare App",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
199,"APIs, SQL, Communication, Python, Network Security, Git","Portfolio Website, Cybersecurity Monitoring Tool",S1,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
200,"Thermodynamics, Microcontrollers, Excel, Data Analysis, PyTorch, Communication, Network Security, C","Resume Analyzer, Cloud Deployment Project",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
201,"Kubernetes, Machine Learning, Data Analysis, Visualization, SQL, Java, C","IoT Smart Home, E-commerce Website",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
202,"React, Microcontrollers, Cryptography, PyTorch, Java, Ethical Hacking, SIEM, Pandas","Cybersecurity Monitoring Tool, Fraud Detection System",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
204,"CI/CD, Excel, Visualization, SQL, Communication, Network Security, AWS, SIEM","Resume Analyzer, Healthcare App",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
206,"TensorFlow, Cryptography, Excel, Data Analysis, Visualization, Design, Java, RTOS","Resume Analyzer, Cloud Deployment Project",S2,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
207,"React, Kubernetes, Patient Care, Node.js, Python, Git, HTML","Portfolio Website, Stock Prediction Model",D3,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
208,"Kubernetes, APIs, Cryptography, Data Analysis, Design, SQL, Java, Embedded Systems","IoT Smart Home, Cybersecurity Monitoring Tool",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
213,"CI/CD, Machine Learning, Node.js, Python, Network Security, Git, C, Pandas","IoT Smart Home, E-commerce Website",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
214,"Kubernetes, Data Analysis, Machine Learning, Linux, CAD, Ethical Hacking, Docker","E-commerce Website, Cybersecurity Monitoring Tool",S1,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
216,"Thermodynamics, Excel, SQL, Python, Manufacturing, Git, Electronics","Healthcare App, Fraud Detection System",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
217,"CI/CD, JavaScript, Linux, CSS, Node.js, Communication, CAD, Git","Fraud Detection System, Healthcare App",S2,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
218,"TensorFlow, Kubernetes, Excel, SQL, PyTorch, Python, Java, SIEM","Portfolio Website, IoT Smart Home",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
219,"TensorFlow, APIs, Deep Learning, Machine Learning, Visualization, Ethical Hacking, SolidWorks, Pandas","Healthcare App, IoT Smart Home",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
220,"Machine Learning, Deep Learning, Visualization, Pharmacology, Python, Java, AWS, Docker","Stock Prediction Model, Fraud Detection System",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
221,"CI/CD, APIs, Cryptography, Deep Learning, SQL, Python, Network Security, Diagnosis","AI Chatbot, Healthcare App",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
223,"APIs, Machine Learning, SQL, Pharmacology, Python, CAD, Surgery","Healthcare App, Portfolio Website",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
224,"React, Data Analysis, Visualization, CSS, Communication, C, HTML, Pandas","Fraud Detection System, AI Chatbot",S2,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
225,"Microcontrollers, Cryptography, Linux, Network Security, Ethical Hacking, HTML, RTOS, SIEM","Healthcare App, IoT Smart Home",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
226,"TensorFlow, CI/CD, Microcontrollers, Data Analysis, Linux, C, AWS, Docker","Fraud Detection System, IoT Smart Home",D3,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
227,"TensorFlow, CI/CD, Patient Care, Excel, Data Analysis, Communication, Diagnosis, Docker","Fraud Detection System, AI Chatbot",S2,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
228,"Thermodynamics, TensorFlow, Deep Learning, JavaScript, Machine Learning, Design, Python, RTOS","AI Chatbot, Fraud Detection System",S2,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
230,"Microcontrollers, Cryptography, Excel, Visualization, SQL, Network Security, AWS","Healthcare App, AI Chatbot",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
231,"NumPy, Excel, Data Analysis, Machine Learning, Manufacturing, Embedded Systems, Ethical Hacking, Pandas","Resume Analyzer, AI Chatbot",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
232,"NumPy, Microcontrollers, JavaScript, Node.js, Python, C, HTML","Fraud Detection System, Healthcare App",S1,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
234,"Thermodynamics, JavaScript, SQL, Python, Java, Git, C","Resume Analyzer, IoT Smart Home",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
235,"Patient Care, JavaScript, Visualization, CSS, Embedded Systems, HTML, Surgery, Pandas","Portfolio Website, Stock Prediction Model",S2,Fresher,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
236,"CI/CD, APIs, Machine Learning, Linux, CSS, Git, AWS, Docker","Fraud Detection System, E-commerce Website",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
237,"TensorFlow, Microcontrollers, Machine Learning, Pharmacology, Python, CAD, Surgery","AI Chatbot, E-commerce Website",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
238,"APIs, Patient Care, Data Analysis, Linux, SQL, Java, C, Git","Healthcare App, Resume Analyzer",S1,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
240,"Excel, Data Analysis, JavaScript, Machine Learning, Network Security, CAD, SIEM, Pandas","Cloud Deployment Project, AI Chatbot",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
242,"Kubernetes, NumPy, Machine Learning, Data Analysis, Linux, SQL, Manufacturing, Electronics","Cloud Deployment Project, AI Chatbot",D3,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
243,"Thermodynamics, Kubernetes, Excel, Data Analysis, Visualization, SQL, PyTorch, Docker","Stock Prediction Model, Fraud Detection System",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
245,"Thermodynamics, Medical Knowledge, APIs, Excel, Data Analysis, Visualization, SQL, PyTorch","Cloud Deployment Project, Stock Prediction Model",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
248,"React, Medical Knowledge, Kubernetes, Deep Learning, Data Analysis, Visualization, SQL, Docker","E-commerce Website, Stock Prediction Model",S2,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
249,"CI/CD, Kubernetes, Deep Learning, Linux, Manufacturing, Docker, AWS, HTML","Healthcare App, Fraud Detection System",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
251,"Medical Knowledge, Excel, Deep Learning, Linux, CSS, Python, Network Security, SIEM","Cybersecurity Monitoring Tool, Resume Analyzer",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
253,"CI/CD, Data Analysis, Machine Learning, CSS, Design, AWS, Docker","AI Chatbot, Healthcare App",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
254,"APIs, Excel, Data Analysis, Linux, SQL, Pharmacology, Manufacturing, Embedded Systems","E-commerce Website, IoT Smart Home",D3,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
259,"React, Thermodynamics, Visualization, CSS, Node.js, Pharmacology, HTML","Cloud Deployment Project, Healthcare App",S2,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
260,"CI/CD, NumPy, JavaScript, Linux, SQL, Communication, AWS","Fraud Detection System, E-commerce Website",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
261,"CI/CD, Excel, JavaScript, Linux, CAD, AWS, HTML","Fraud Detection System, IoT Smart Home",S2,1-2 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
262,"Medical Knowledge, Excel, Machine Learning, Data Analysis, Visualization, Diagnosis, Docker","Stock Prediction Model, IoT Smart Home",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
265,"TensorFlow, Microcontrollers, Patient Care, Data Analysis, Machine Learning, Deep Learning, Network Security, C","Cloud Deployment Project, Healthcare App",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
266,"Data Analysis, Machine Learning, Visualization, PyTorch, Diagnosis, Git, AWS, Pandas","Fraud Detection System, IoT Smart Home",S1,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
267,"CI/CD, Data Analysis, Linux, Design, Embedded Systems, Electronics, Docker","Healthcare App, Cloud Deployment Project",S1,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
271,"JavaScript, Python, CAD, Ethical Hacking, AWS, HTML, SolidWorks, SIEM","AI Chatbot, Portfolio Website",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
275,"Medical Knowledge, NumPy, Machine Learning, JavaScript, Design, Network Security, C, Pandas","Fraud Detection System, E-commerce Website",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
276,"CI/CD, APIs, Linux, Git, Embedded Systems, Java, RTOS","E-commerce Website, Fraud Detection System",S2,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
278,"Kubernetes, Excel, Data Analysis, Python, Manufacturing, SIEM, Pandas","E-commerce Website, AI Chatbot",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
280,"TensorFlow, APIs, Machine Learning, Data Analysis, SQL, Python, Embedded Systems, SIEM","AI Chatbot, Healthcare App",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
284,"Medical Knowledge, Linux, CSS, Diagnosis, Embedded Systems, AWS, Docker","E-commerce Website, Cybersecurity Monitoring Tool",D3,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
285,"APIs, Deep Learning, SQL, Manufacturing, CAD, Java, Electronics, HTML","Resume Analyzer, AI Chatbot",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
286,"Thermodynamics, NumPy, Data Analysis, Node.js, Python, Manufacturing, Java, Surgery","Fraud Detection System, Stock Prediction Model",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
287,"Medical Knowledge, Microcontrollers, Machine Learning, Visualization, SQL, PyTorch, Communication, Java","Healthcare App, Resume Analyzer",D3,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
288,"APIs, Data Analysis, JavaScript, Linux, SQL, Python, Manufacturing, Git","Cybersecurity Monitoring Tool, Healthcare App",D3,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
289,"Excel, JavaScript, Visualization, SQL, Java, Diagnosis, Git, AWS","Stock Prediction Model, AI Chatbot",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
290,"Node.js, Communication, Python, Manufacturing, Ethical Hacking, Docker, SIEM","Healthcare App, Fraud Detection System",D3,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
291,"Thermodynamics, Deep Learning, Machine Learning, Linux, Data Analysis, Diagnosis, AWS, Pandas","AI Chatbot, Cloud Deployment Project",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
294,"TensorFlow, Visualization, CSS, PyTorch, Communication, Python, Diagnosis, Ethical Hacking","E-commerce Website, Portfolio Website",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
295,"NumPy, Microcontrollers, Patient Care, Cryptography, Linux, Python, Manufacturing, SIEM","Healthcare App, E-commerce Website",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
296,"Medical Knowledge, TensorFlow, PyTorch, Python, Manufacturing, Network Security, C, Embedded Systems","Cybersecurity Monitoring Tool, E-commerce Website",D3,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
298,"Thermodynamics, TensorFlow, React, Excel, JavaScript, Visualization, CSS, Node.js","Healthcare App, Stock Prediction Model",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
299,"Thermodynamics, TensorFlow, CSS, Visualization, Python, Git, Java, Pandas","Portfolio Website, IoT Smart Home",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
300,"Thermodynamics, Kubernetes, APIs, Cryptography, SQL, Pharmacology, Java, Git","Cybersecurity Monitoring Tool, Healthcare App",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
302,"Kubernetes, Patient Care, Cryptography, SQL, Python, Git, Embedded Systems, Java","Cloud Deployment Project, Healthcare App",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
303,"Thermodynamics, Data Analysis, JavaScript, CSS, Python, Surgery, Pandas","Cybersecurity Monitoring Tool, Resume Analyzer",D3,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
304,"Cryptography, PyTorch, Network Security, Git, Ethical Hacking, SolidWorks, Surgery","Cloud Deployment Project, E-commerce Website",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
306,"Excel, Data Analysis, CSS, Design, Visualization, Ethical Hacking, AWS, Pandas","Stock Prediction Model, Cloud Deployment Project",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
308,"CI/CD, TensorFlow, CSS, PyTorch, Python, CAD, Java, Ethical Hacking","Cybersecurity Monitoring Tool, Portfolio Website",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
310,"CI/CD, Cryptography, Linux, Pharmacology, Manufacturing, Network Security, Python","Portfolio Website, Healthcare App",D3,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
311,"React, TensorFlow, APIs, Deep Learning, PyTorch, Python, CAD, Surgery","E-commerce Website, Cybersecurity Monitoring Tool",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
312,"CI/CD, Excel, JavaScript, Linux, Design, Docker, Electronics, HTML","Stock Prediction Model, AI Chatbot",S2,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
315,"React, CI/CD, NumPy, Patient Care, Data Analysis, Design, Java, Pandas","Cloud Deployment Project, E-commerce Website",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
316,"React, TensorFlow, Cryptography, Linux, PyTorch, Python, Network Security, CAD","E-commerce Website, Fraud Detection System",S1,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
318,"Thermodynamics, React, Deep Learning, JavaScript, Node.js, Network Security, Git, AWS","Cybersecurity Monitoring Tool, Fraud Detection System",S2,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
319,"Thermodynamics, CI/CD, Cryptography, Python, CAD, Electronics, Docker, SIEM","Fraud Detection System, Stock Prediction Model",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
321,"TensorFlow, APIs, Machine Learning, CSS, SQL, Node.js, Pharmacology, HTML","Cloud Deployment Project, IoT Smart Home",S2,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
322,"SQL, Python, Git, C, Java, Electronics, SolidWorks, SIEM","Stock Prediction Model, Cloud Deployment Project",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
